photograph,row,column,loc,ratio1,ratio2,CFUs,MCH,NP,BGD,date,time,treatment,cw/rw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,b,8,"('b', 8)",PBS,2-8,16,15,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,b,7,"('b', 7)",PBS,2-8,16,16,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,b,6,"('b', 6)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,b,5,"('b', 5)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,b,4,"('b', 4)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,b,3,"('b', 3)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,b,2,"('b', 2)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,b,1,"('b', 1)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,12,"('c', 12)",PBS,2-8,18,15,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,11,"('c', 11)",PBS,2-8,19,17,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,10,"('c', 10)",PBS,2-8,11,8,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,9,"('c', 9)",PBS,2-8,16,16,0,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,8,"('c', 8)",PBS,2-8,20,17,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,7,"('c', 7)",PBS,2-8,23,21,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,6,"('c', 6)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,5,"('c', 5)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,4,"('c', 4)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,3,"('c', 3)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,2,"('c', 2)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,c,1,"('c', 1)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,12,"('d', 12)",PBS,2-8,16,12,4,2,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,11,"('d', 11)",PBS,2-8,5,5,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,10,"('d', 10)",PBS,2-8,18,12,6,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,9,"('d', 9)",PBS,2-8,22,18,4,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,8,"('d', 8)",PBS,2-8,12,10,2,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,7,"('d', 7)",PBS,2-8,24,24,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,6,"('d', 6)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,5,"('d', 5)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,4,"('d', 4)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,3,"('d', 3)",PBS,2-8,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,2,"('d', 2)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,d,1,"('d', 1)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,12,"('e', 12)",PBS,2-8,26,20,6,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,11,"('e', 11)",PBS,2-8,12,7,5,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,10,"('e', 10)",PBS,2-8,17,15,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,9,"('e', 9)",PBS,2-8,27,25,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,8,"('e', 8)",PBS,2-8,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,7,"('e', 7)",PBS,2-8,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,6,"('e', 6)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,5,"('e', 5)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,4,"('e', 4)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,3,"('e', 3)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,2,"('e', 2)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,e,1,"('e', 1)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,12,"('f', 12)",PBS,2-8,20,16,4,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,11,"('f', 11)",PBS,2-8,3,2,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,10,"('f', 10)",PBS,2-8,15,13,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,9,"('f', 9)",PBS,2-8,19,18,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,8,"('f', 8)",PBS,2-8,13,11,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,7,"('f', 7)",PBS,2-8,22,21,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,6,"('f', 6)",PBS,2-8,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,5,"('f', 5)",PBS,2-8,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,4,"('f', 4)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,3,"('f', 3)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,2,"('f', 2)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,f,1,"('f', 1)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,12,"('g', 12)",PBS,2-8,11,10,1,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,11,"('g', 11)",PBS,2-8,9,5,4,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,10,"('g', 10)",PBS,2-8,11,9,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,9,"('g', 9)",PBS,2-8,14,11,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,8,"('g', 8)",PBS,2-8,16,11,5,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,7,"('g', 7)",PBS,2-8,12,9,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,6,"('g', 6)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,5,"('g', 5)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,4,"('g', 4)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,3,"('g', 3)",PBS,2-8,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,2,"('g', 2)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,g,1,"('g', 1)",PBS,2-8,1,0,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,12,"('h', 12)",PBS,2-8,15,9,6,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,11,"('h', 11)",PBS,2-8,3,2,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,10,"('h', 10)",PBS,2-8,24,21,3,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,9,"('h', 9)",PBS,2-8,16,11,5,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,8,"('h', 8)",PBS,2-8,14,4,10,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,7,"('h', 7)",PBS,2-8,21,20,1,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,6,"('h', 6)",PBS,2-8,2,0,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,5,"('h', 5)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,4,"('h', 4)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,3,"('h', 3)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,2,"('h', 2)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_10^-2_PBS_2-8_2hr_N:A_cw.JPG,h,1,"('h', 1)",PBS,2-8,0,0,0,0,7-3,2hr,N:A,cw
photograph,row,column,loc,ratio1,ratio2,CFUs,MCH,NP,BGD,date,time,treatment,cw/rw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,12,"('a', 12)",0-10,10-0,19,16,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,11,"('a', 11)",0-10,10-0,7,7,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,10,"('a', 10)",0-10,10-0,17,17,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,9,"('a', 9)",0-10,10-0,17,17,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,8,"('a', 8)",0-10,10-0,13,9,4,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,7,"('a', 7)",0-10,10-0,14,11,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,6,"('a', 6)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,5,"('a', 5)",0-10,10-0,1,0,1,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,4,"('a', 4)",0-10,10-0,1,0,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,3,"('a', 3)",0-10,10-0,1,0,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,2,"('a', 2)",0-10,10-0,1,0,1,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,a,1,"('a', 1)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,12,"('b', 12)",0-10,10-0,17,15,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,11,"('b', 11)",0-10,10-0,15,13,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,10,"('b', 10)",0-10,10-0,11,7,4,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,9,"('b', 9)",0-10,10-0,17,15,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,8,"('b', 8)",0-10,10-0,16,15,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,7,"('b', 7)",0-10,10-0,15,15,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,6,"('b', 6)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,5,"('b', 5)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,4,"('b', 4)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,3,"('b', 3)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,2,"('b', 2)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,b,1,"('b', 1)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,12,"('c', 12)",0-10,10-0,18,15,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,11,"('c', 11)",0-10,10-0,19,17,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,10,"('c', 10)",0-10,10-0,12,9,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,9,"('c', 9)",0-10,10-0,17,17,0,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,8,"('c', 8)",0-10,10-0,18,15,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,7,"('c', 7)",0-10,10-0,25,23,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,6,"('c', 6)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,5,"('c', 5)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,4,"('c', 4)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,3,"('c', 3)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,2,"('c', 2)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,c,1,"('c', 1)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,12,"('d', 12)",0-10,10-0,18,15,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,11,"('d', 11)",0-10,10-0,5,5,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,10,"('d', 10)",0-10,10-0,18,12,6,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,9,"('d', 9)",0-10,10-0,21,17,4,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,8,"('d', 8)",0-10,10-0,13,10,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,7,"('d', 7)",0-10,10-0,21,21,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,6,"('d', 6)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,5,"('d', 5)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,4,"('d', 4)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,3,"('d', 3)",0-10,10-0,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,2,"('d', 2)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,d,1,"('d', 1)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,12,"('e', 12)",0-10,10-0,25,18,7,1,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,11,"('e', 11)",0-10,10-0,12,7,5,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,10,"('e', 10)",0-10,10-0,18,17,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,9,"('e', 9)",0-10,10-0,28,26,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,8,"('e', 8)",0-10,10-0,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,7,"('e', 7)",0-10,10-0,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,6,"('e', 6)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,5,"('e', 5)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,4,"('e', 4)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,3,"('e', 3)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,2,"('e', 2)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,e,1,"('e', 1)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,12,"('f', 12)",0-10,10-0,27,23,4,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,11,"('f', 11)",0-10,10-0,3,2,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,10,"('f', 10)",0-10,10-0,16,13,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,9,"('f', 9)",0-10,10-0,20,19,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,8,"('f', 8)",0-10,10-0,13,11,2,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,7,"('f', 7)",0-10,10-0,21,20,1,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,6,"('f', 6)",0-10,10-0,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,5,"('f', 5)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,4,"('f', 4)",0-10,10-0,1,1,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,3,"('f', 3)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,2,"('f', 2)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,f,1,"('f', 1)",0-10,10-0,0,0,0,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,g,12,"('g', 12)",0-10,10-0,11,8,3,0,7-3,2hr,N:A,cw
P1050197_1._LPLF_MCH_7-3_ND_0-10_10-0_2hr_N:A_cw.JPG,g,11,"('g', 11)",0-10,10-0,9,5,4,0,7-3,2hr,N:A,cw
